시점,월별,소계,콜레라,장티푸스,파라티푸스,세균성이질,장출혈성대장균감염증,A형간염,소계,디프테리아,백일해,파상풍,홍역,유행성이하선염,풍진,폴리오,B형간염(급성),B형간염(산모),B형간염(주산기),일본뇌염,수두,b형헤모필루스인플루엔자,폐렴구균,소계,말라리아,성홍열,수막구균성수막염,레지오넬라증,비브리오패혈증,발진티푸스,발진열,쯔쯔가무시증,렙토스피라증,브루셀라증,탄저,공수병,신증후군출혈열,매독(1기),매독(2기),매독(선천성),크로이츠펠트-야콥병(CJD),결핵,한센병,후천성면역결핍증,C형간염,반코마이신내성황색포도알균(VRSA) 감염증,카바페넴내성장내세균속균종(CRE) 감염증,소계,페스트,황열,뎅기열,바이러스성출혈열,두창,보툴리눔독소증,중증급성호흡기증후군(SARS),동물인플루엔자 인체감염증,신종인플루엔자,야토병,큐열,웨스트나일열,신종감염병증후군,라임병,진드기매개뇌염,유비저,치쿤구니야열,중증열성혈소판감소증후군,중동호흡기증후군,지카바이러스감염증,리슈마니아증,바베시아증,크립토스포리디움증,주혈흡충증
2006,1월,27,2,8,2,13,2,-,878,0,0,0,0,89,0,0,-,-,-,0,789,-,-,-,9,3,1,0,0,0,2,11,1,9,0,0,24,-,-,-,-,"2,938",3,-,-,-,-,1,0,0,1,-,0,0,0,0,-,0,0,-,0,-,-,-,-,-,-,-,0,0,0,0
2006,2월,50,3,16,5,25,1,-,540,0,0,1,1,65,1,0,-,-,-,0,472,-,-,-,3,4,1,1,0,0,1,3,0,3,0,0,10,-,-,-,-,"2,823",4,-,-,-,-,3,0,0,2,-,0,0,0,0,-,0,1,-,0,-,-,-,-,-,-,-,0,0,0,0
2006,3월,42,0,18,3,21,0,-,625,0,0,0,1,147,1,0,-,-,-,0,476,-,-,-,19,10,0,1,0,0,1,4,1,16,0,0,9,-,-,-,-,"2,866",4,-,-,-,-,2,0,0,2,-,0,0,0,0,-,0,0,-,0,-,-,-,-,-,-,-,0,0,0,0
2006,4월,30,0,14,4,10,2,-,"1,176",0,0,0,2,177,3,0,-,-,-,0,994,-,-,-,29,12,5,0,0,0,2,13,0,20,0,0,9,-,-,-,-,"3,022",4,-,-,-,-,1,0,0,0,-,0,0,0,0,-,0,1,-,0,-,-,-,-,-,-,-,0,0,0,0
2006,5월,31,0,16,3,12,0,-,"1,976",0,0,0,19,287,3,0,-,-,-,0,"1,667",-,-,-,109,9,2,2,0,0,0,8,1,18,0,0,13,-,-,-,-,"3,152",5,-,-,-,-,1,0,0,0,-,0,0,0,0,-,0,1,-,0,-,-,-,-,-,-,-,0,0,0,0
2006,6월,86,0,34,2,40,10,-,"1,976",0,4,1,0,264,5,0,-,-,-,0,"1,702",-,-,-,301,10,0,0,3,0,4,9,2,15,0,0,15,-,-,-,-,"3,191",5,-,-,-,-,3,0,0,3,-,0,0,0,0,-,0,0,-,0,-,-,-,-,-,-,-,0,0,0,0
2006,7월,89,0,21,1,60,7,-,"1,076",0,1,3,0,192,1,0,-,-,-,0,879,-,-,-,432,11,0,5,12,0,0,5,2,23,0,0,13,-,-,-,-,"3,040",5,-,-,-,-,3,0,0,3,-,0,0,0,0,-,0,0,-,0,-,-,-,-,-,-,-,0,0,0,0
2006,8월,135,0,23,7,100,5,-,645,0,1,2,1,163,1,0,-,-,-,0,477,-,-,-,516,2,0,4,26,0,3,5,7,29,0,0,11,-,-,-,-,"3,113",9,-,-,-,-,9,0,0,8,-,0,0,0,0,-,0,1,-,0,-,-,-,-,-,-,-,0,0,0,0
2006,9월,43,0,14,13,11,5,-,595,0,2,1,0,234,0,0,-,-,-,0,358,-,-,-,384,4,2,2,31,0,0,29,12,30,0,0,31,-,-,-,-,"2,861",3,-,-,-,-,12,0,0,10,-,0,0,0,0,-,0,2,-,0,-,-,-,-,-,-,-,0,0,0,0
2006,10월,14,0,8,3,2,1,-,757,0,2,0,1,122,1,0,-,-,-,0,631,-,-,-,193,6,0,2,12,0,42,"2,054",36,22,0,0,95,-,-,-,-,"2,679",1,-,-,-,-,3,0,0,3,-,0,0,0,0,-,0,0,-,0,-,-,-,-,-,-,-,0,0,0,0
2006,11월,78,0,16,3,55,4,-,"1,137",0,5,2,1,121,1,0,-,-,-,0,"1,007",-,-,-,40,15,0,2,3,0,16,"3,766",46,19,0,0,128,-,-,-,-,"2,945",10,-,-,-,-,3,0,0,3,-,0,0,0,0,-,0,0,-,0,-,-,-,-,-,-,-,0,0,0,0
2006,12월,56,0,12,4,40,0,-,"1,808",0,2,0,2,228,1,0,-,-,-,0,"1,575",-,-,-,16,22,0,1,1,0,2,573,11,11,0,0,64,-,-,-,-,"2,731",3,-,-,-,-,0,0,0,0,-,0,0,0,0,-,0,0,-,0,-,-,-,-,-,-,-,0,0,0,0
2007,계,447,7,223,45,131,41,-,"25,099",0,14,8,194,"4,557",35,0,-,-,-,7,"20,284",-,-,"44,759","2,227",146,4,19,59,0,61,"6,022",208,101,0,0,450,-,-,-,-,"34,710",12,740,-,-,-,111,0,0,97,-,0,0,0,0,-,0,12,-,0,-,-,-,-,-,-,-,0,0,0,2
2007,1월,36,0,17,7,11,1,-,"1,627",0,0,0,0,133,2,0,-,-,-,0,"1,492",-,-,-,15,13,1,2,0,0,0,25,2,9,0,0,21,-,-,-,-,"3,038",2,-,-,-,-,2,0,0,2,-,0,0,0,0,-,0,0,-,0,-,-,-,-,-,-,-,0,0,0,0
2007,2월,24,1,17,3,2,1,-,"1,027",0,1,0,0,88,4,0,-,-,-,0,934,-,-,-,8,21,0,0,0,0,1,10,2,12,0,0,11,-,-,-,-,"2,465",2,-,-,-,-,5,0,0,5,-,0,0,0,0,-,0,0,-,0,-,-,-,-,-,-,-,0,0,0,0
2007,3월,39,0,30,6,2,1,-,"1,396",0,4,0,0,163,4,0,-,-,-,0,"1,225",-,-,-,10,20,0,3,0,0,0,6,3,9,0,0,7,-,-,-,-,"2,781",1,-,-,-,-,2,0,0,2,-,0,0,0,0,-,0,0,-,0,-,-,-,-,-,-,-,0,0,0,0
2007,4월,36,1,25,4,5,1,-,"2,471",0,2,1,17,494,8,0,-,-,-,0,"1,949",-,-,-,20,17,0,3,0,0,0,11,3,9,0,0,8,-,-,-,-,"3,044",3,-,-,-,-,11,0,0,10,-,0,0,0,0,-,0,1,-,0,-,-,-,-,-,-,-,0,0,0,0
2007,5월,31,0,18,3,4,6,-,"4,044",0,0,1,68,677,2,0,-,-,-,0,"3,296",-,-,-,110,24,0,2,0,0,1,13,2,15,0,0,14,-,-,-,-,"3,361",0,-,-,-,-,5,0,0,5,-,0,0,0,0,-,0,0,-,0,-,-,-,-,-,-,-,0,0,0,0
2007,6월,69,1,30,4,30,4,-,"3,462",0,1,0,59,752,4,0,-,-,-,0,"2,646",-,-,-,239,8,0,2,0,0,0,17,0,11,0,0,6,-,-,-,-,"3,216",2,-,-,-,-,12,0,0,7,-,0,0,0,0,-,0,5,-,0,-,-,-,-,-,-,-,0,0,0,0
2007,7월,41,2,18,3,9,9,-,"2,010",0,1,2,20,484,2,0,-,-,-,0,"1,501",-,-,-,605,4,2,1,4,0,0,12,2,9,0,0,14,-,-,-,-,"3,382",1,-,-,-,-,19,0,0,18,-,0,0,0,0,-,0,1,-,0,-,-,-,-,-,-,-,0,0,0,0
2007,8월,40,1,20,2,6,11,-,848,0,1,0,22,228,2,0,-,-,-,0,595,-,-,-,639,6,1,2,12,0,2,11,5,10,0,0,12,-,-,-,-,"2,986",0,-,-,-,-,17,0,0,14,-,0,0,0,0,-,0,2,-,0,-,-,-,-,-,-,-,0,0,0,1
2007,9월,33,0,18,6,7,2,-,693,0,3,1,0,256,0,0,-,-,-,3,430,-,-,-,329,3,0,3,29,0,1,26,23,5,0,0,9,-,-,-,-,"2,451",0,-,-,-,-,22,0,0,20,-,0,0,0,0,-,0,1,-,0,-,-,-,-,-,-,-,0,0,0,1
2007,10월,26,0,13,2,7,4,-,"1,095",0,0,1,4,364,1,0,-,-,-,1,724,-,-,-,173,7,0,0,12,0,20,"1,123",63,5,0,0,73,-,-,-,-,"2,911",0,-,-,-,-,6,0,0,6,-,0,0,0,0,-,0,0,-,0,-,-,-,-,-,-,-,0,0,0,0
2007,11월,29,0,10,4,15,0,-,"2,474",0,0,1,4,411,4,0,-,-,-,3,"2,051",-,-,-,65,8,0,1,2,0,32,"4,374",83,2,0,0,211,-,-,-,-,"2,643",1,-,-,-,-,5,0,0,4,-,0,0,0,0,-,0,1,-,0,-,-,-,-,-,-,-,0,0,0,0
2007,12월,43,1,7,1,33,1,-,"3,952",0,1,1,0,507,2,0,-,-,-,0,"3,441",-,-,-,14,15,0,0,0,0,4,394,20,5,0,0,64,-,-,-,-,"2,432",0,-,-,-,-,5,0,0,4,-,0,0,0,0,-,0,1,-,0,-,-,-,-,-,-,-,0,0,0,0
2008,계,504,5,188,44,209,58,-,"27,454",0,9,16,2,"4,542",30,0,-,-,-,6,"22,849",-,-,"42,912","1,052",151,1,21,49,0,87,"6,057",100,58,0,0,375,-,-,-,-,"34,157",7,797,-,-,-,71,0,0,51,-,0,0,0,0,-,0,19,-,0,-,-,-,-,-,-,-,0,0,0,1
2008,1월,58,1,12,4,38,3,-,"2,626",0,2,0,0,233,2,0,-,-,-,0,"2,389",-,-,-,22,9,1,1,0,0,0,14,4,9,0,0,27,-,-,-,-,"2,779",1,-,-,-,-,10,0,0,9,-,0,0,0,0,-,0,1,-,0,-,-,-,-,-,-,-,0,0,0,0
2008,2월,28,0,6,1,20,1,-,"1,212",0,0,1,1,109,1,0,-,-,-,0,"1,100",-,-,-,8,11,0,2,0,0,0,10,4,3,0,0,8,-,-,-,-,"2,312",1,-,-,-,-,2,0,0,1,-,0,0,0,0,-,0,1,-,0,-,-,-,-,-,-,-,0,0,0,0
2008,3월,38,0,19,3,14,2,-,"1,469",0,0,2,0,211,3,0,-,-,-,0,"1,253",-,-,-,8,12,0,3,0,0,1,2,2,5,0,0,6,-,-,-,-,"2,838",0,-,-,-,-,7,0,0,3,-,0,0,0,0,-,0,4,-,0,-,-,-,-,-,-,-,0,0,0,0
2008,4월,26,0,16,2,6,2,-,"2,334",0,0,2,1,486,3,0,-,-,-,0,"1,842",-,-,-,37,7,0,4,0,0,0,8,2,10,0,0,5,-,-,-,-,"2,964",1,-,-,-,-,8,0,0,3,-,0,0,0,0,-,0,5,-,0,-,-,-,-,-,-,-,0,0,0,0
2008,5월,41,0,19,4,14,4,-,"3,146",0,1,2,0,654,6,0,-,-,-,0,"2,483",-,-,-,85,14,0,2,0,0,0,22,1,7,0,0,10,-,-,-,-,"3,066",1,-,-,-,-,5,0,0,1,-,0,0,0,0,-,0,4,-,0,-,-,-,-,-,-,-,0,0,0,0
2008,6월,50,0,31,4,8,7,-,"3,452",0,1,2,0,760,3,0,-,-,-,0,"2,686",-,-,-,148,24,0,0,3,0,1,8,1,1,0,0,13,-,-,-,-,"3,022",0,-,-,-,-,4,0,0,4,-,0,0,0,0,-,0,0,-,0,-,-,-,-,-,-,-,0,0,0,0
2008,7월,52,0,23,2,19,8,-,"2,138",0,0,0,0,432,4,0,-,-,-,0,"1,702",-,-,-,235,9,0,2,11,0,0,12,2,6,0,0,10,-,-,-,-,"3,513",0,-,-,-,-,1,0,0,0,-,0,0,0,0,-,0,1,-,0,-,-,-,-,-,-,-,0,0,0,0
2008,8월,40,1,15,5,10,9,-,"1,040",0,1,0,0,217,1,0,-,-,-,0,821,-,-,-,228,3,0,2,6,0,1,6,5,2,0,0,11,-,-,-,-,"2,649",0,-,-,-,-,8,0,0,8,-,0,0,0,0,-,0,0,-,0,-,-,-,-,-,-,-,0,0,0,0
2008,9월,30,2,15,5,5,3,-,"1,117",0,1,0,0,319,2,0,-,-,-,1,794,-,-,-,172,15,0,1,21,0,2,38,15,7,0,0,17,-,-,-,-,"2,784",0,-,-,-,-,16,0,0,14,-,0,0,0,0,-,0,2,-,0,-,-,-,-,-,-,-,0,0,0,0
2008,10월,45,0,10,6,23,6,-,"1,518",0,2,4,0,344,1,0,-,-,-,3,"1,164",-,-,-,85,20,0,3,8,0,49,"3,035",39,1,0,0,80,-,-,-,-,"2,955",0,-,-,-,-,6,0,0,5,-,0,0,0,0,-,0,0,-,0,-,-,-,-,-,-,-,0,0,0,1
2008,11월,50,1,6,4,32,7,-,"2,789",0,0,0,0,376,1,0,-,-,-,2,"2,410",-,-,-,14,13,0,1,0,0,29,"2,547",23,1,0,0,130,-,-,-,-,"2,545",1,-,-,-,-,3,0,0,2,-,0,0,0,0,-,0,1,-,0,-,-,-,-,-,-,-,0,0,0,0
2008,12월,46,0,16,4,20,6,-,"4,613",0,1,3,0,401,3,0,-,-,-,0,"4,205",-,-,-,10,14,0,0,0,0,4,355,2,6,0,0,58,-,-,-,-,"2,730",2,-,-,-,-,1,0,0,1,-,0,0,0,0,-,0,0,-,0,-,-,-,-,-,-,-,0,0,0,0
2009,계,446,0,168,36,180,62,-,"31,738",0,66,17,17,"6,399",36,0,-,-,-,6,"25,197",-,-,"43,585","1,345",127,3,24,24,0,29,"4,995",62,24,0,0,334,-,-,-,-,"35,845",5,768,-,-,-,"706,984",0,0,59,-,0,0,0,0,-,0,14,-,"706,911",-,-,-,-,-,-,-,0,0,0,0
2009,1월,20,0,13,2,5,0,-,"2,699",0,2,0,1,210,1,0,-,-,-,0,"2,485",-,-,-,3,12,0,3,0,0,1,39,3,1,0,0,15,-,-,-,-,"2,190",2,-,-,-,-,6,0,0,5,-,0,0,0,0,-,0,1,-,0,-,-,-,-,-,-,-,0,0,0,0
2009,2월,24,0,8,2,14,0,-,"1,928",0,5,0,0,197,2,0,-,-,-,0,"1,724",-,-,-,3,15,0,2,0,0,0,17,0,1,0,0,6,-,-,-,-,"2,624",1,-,-,-,-,11,0,0,8,-,0,0,0,0,-,0,3,-,0,-,-,-,-,-,-,-,0,0,0,0
2009,3월,35,0,14,3,15,3,-,"2,426",0,2,1,2,363,4,0,-,-,-,0,"2,054",-,-,-,9,8,1,1,0,0,0,13,0,4,0,0,9,-,-,-,-,"3,178",0,-,-,-,-,6,0,0,4,-,0,0,0,0,-,0,2,-,0,-,-,-,-,-,-,-,0,0,0,0
2009,4월,43,0,25,3,11,4,-,"3,387",0,2,3,2,537,2,0,-,-,-,0,"2,841",-,-,-,48,15,0,2,0,0,2,15,1,3,0,0,11,-,-,-,-,"3,357",1,-,-,-,-,9,0,0,2,-,0,0,0,0,-,0,1,-,6,-,-,-,-,-,-,-,0,0,0,0
2009,5월,35,0,17,4,7,7,-,"4,665",0,1,3,2,772,3,0,-,-,-,0,"3,884",-,-,-,121,20,0,2,0,0,0,14,1,2,0,0,10,-,-,-,-,"3,140",0,-,-,-,-,122,0,0,2,-,0,0,0,0,-,0,1,-,119,-,-,-,-,-,-,-,0,0,0,0
2009,6월,41,0,13,2,5,21,-,"5,575",0,4,1,2,"1,324",5,0,-,-,-,0,"4,239",-,-,-,213,19,1,5,0,0,3,21,2,1,0,0,20,-,-,-,-,"3,560",0,-,-,-,-,306,0,0,4,-,0,0,0,0,-,0,3,-,299,-,-,-,-,-,-,-,0,0,0,0
2009,7월,38,0,18,3,6,11,-,"3,144",0,7,2,2,894,6,0,-,-,-,0,"2,233",-,-,-,313,9,1,2,1,0,0,14,2,3,0,0,12,-,-,-,-,"3,460",0,-,-,-,-,"1,465",0,0,6,-,0,0,0,0,-,0,1,-,"1,458",-,-,-,-,-,-,-,0,0,0,0
2009,8월,32,0,14,7,7,4,-,"1,475",0,12,2,1,486,2,0,-,-,-,0,972,-,-,-,269,7,0,2,9,0,1,12,1,2,0,0,10,-,-,-,-,"3,256",0,-,-,-,-,"5,141",0,0,11,-,0,0,0,0,-,0,0,-,"5,130",-,-,-,-,-,-,-,0,0,0,0
2009,9월,32,0,17,4,7,4,-,"1,386",0,16,1,0,528,5,0,-,-,-,1,835,-,-,-,211,8,0,1,8,0,3,51,7,2,0,0,19,-,-,-,-,"3,242",0,-,-,-,-,"22,569",0,0,7,-,0,0,0,0,-,0,0,-,"22,562",-,-,-,-,-,-,-,0,0,0,0
2009,10월,25,0,10,2,9,4,-,"1,566",0,6,1,2,425,1,0,-,-,-,1,"1,130",-,-,-,99,3,0,2,6,0,6,"1,739",17,1,0,0,60,-,-,-,-,"2,600",1,-,-,-,-,"132,452",0,0,1,-,0,0,0,0,-,0,0,-,"132,451",-,-,-,-,-,-,-,0,0,0,0
2009,11월,36,0,6,3,25,2,-,"1,615",0,7,1,2,341,3,0,-,-,-,3,"1,258",-,-,-,45,6,0,1,0,0,6,"2,641",22,0,0,0,110,-,-,-,-,"2,471",0,-,-,-,-,"391,499",0,0,6,-,0,0,0,0,-,0,2,-,"391,491",-,-,-,-,-,-,-,0,0,0,0
2009,12월,85,0,13,1,69,2,-,"1,872",0,2,2,1,322,2,0,-,-,-,1,"1,542",-,-,-,11,5,0,1,0,0,7,419,6,4,0,0,52,-,-,-,-,"2,767",0,-,-,-,-,"153,398",0,0,3,-,0,0,0,0,-,0,0,-,"153,395",-,-,-,-,-,-,-,0,0,0,0
2010,계,480,8,133,55,228,56,-,"30,718",0,27,14,114,"6,094",43,0,-,-,-,26,"24,400",-,-,"45,372","1,772",106,12,30,73,0,54,"5,671",66,31,0,0,473,-,-,-,-,"36,305",6,773,-,-,-,"56,989",0,0,125,-,0,0,0,0,-,0,13,-,"56,850",-,-,-,-,-,-,-,1,0,0,0
2010,1월,33,0,14,5,14,0,-,"1,400",0,3,0,0,256,3,0,-,-,-,0,"1,138",-,-,"2,389",1,3,2,3,0,0,1,23,1,2,0,0,16,-,-,-,-,"2,281",1,55,-,-,-,"42,376",0,0,9,-,0,0,0,0,-,0,5,-,"42,362",-,-,-,-,-,-,-,0,0,0,0
2010,2월,27,1,7,4,14,1,-,"1,280",0,4,0,0,236,0,0,-,-,-,0,"1,040",-,-,"2,553",8,18,0,2,0,0,3,13,0,0,0,0,11,-,-,-,-,"2,451",1,46,-,-,-,"11,406",0,0,6,-,0,0,0,0,-,0,3,-,"11,397",-,-,-,-,-,-,-,0,0,0,0
2010,3월,23,0,15,3,4,1,-,"1,751",0,3,4,0,322,7,0,-,-,-,0,"1,415",-,-,"3,168",8,12,0,2,0,0,4,11,0,2,0,0,10,-,-,-,-,"3,076",0,43,-,-,-,"2,202",0,0,4,-,0,0,0,0,-,0,0,-,"2,198",-,-,-,-,-,-,-,0,0,0,0
2010,4월,43,0,12,0,31,0,-,"2,177",0,1,0,0,416,5,0,-,-,-,0,"1,755",-,-,"3,491",36,10,0,3,0,0,1,16,2,4,0,0,15,-,-,-,-,"3,335",0,69,-,-,-,742,0,0,3,-,0,0,0,0,-,0,0,-,738,-,-,-,-,-,-,-,1,0,0,0
2010,5월,35,0,8,4,23,0,-,"2,934",0,4,2,3,561,6,0,-,-,-,0,"2,358",-,-,"3,451",171,12,4,0,0,0,1,27,2,2,0,0,16,-,-,-,-,"3,149",1,66,-,-,-,133,0,0,1,-,0,0,0,0,-,0,0,-,132,-,-,-,-,-,-,-,0,0,0,0
2010,6월,37,1,13,7,12,4,-,"3,671",0,3,1,66,768,2,0,-,-,-,0,"2,831",-,-,"4,004",358,8,1,2,0,0,1,27,2,5,0,0,22,-,-,-,-,"3,478",0,100,-,-,-,10,0,0,3,-,0,0,0,0,-,0,1,-,6,-,-,-,-,-,-,-,0,0,0,0
2010,7월,53,3,10,8,17,15,-,"2,704",0,1,0,41,645,5,0,-,-,-,0,"2,012",-,-,"4,122",454,7,1,0,4,0,2,27,2,5,0,0,24,-,-,-,-,"3,559",1,36,-,-,-,14,0,0,11,-,0,0,0,0,-,0,0,-,3,-,-,-,-,-,-,-,0,0,0,0
2010,8월,84,2,18,7,39,18,-,"1,397",0,1,3,3,355,5,0,-,-,-,2,"1,028",-,-,"3,900",401,3,0,4,20,0,3,27,5,2,0,0,20,-,-,-,-,"3,330",1,84,-,-,-,23,0,0,19,-,0,0,0,0,-,0,1,-,3,-,-,-,-,-,-,-,0,0,0,0
2010,9월,41,0,9,13,15,4,-,"1,299",0,1,0,0,425,3,0,-,-,-,11,859,-,-,"3,271",211,4,1,3,32,0,3,60,12,3,0,0,33,-,-,-,-,"2,837",0,72,-,-,-,45,0,0,32,-,0,0,0,0,-,0,2,-,11,-,-,-,-,-,-,-,0,0,0,0
2010,10월,37,1,11,1,20,4,-,"2,075",0,2,2,0,619,4,0,-,-,-,7,"1,441",-,-,"4,397",93,2,1,3,14,0,7,"1,203",17,4,0,0,81,-,-,-,-,"2,923",0,49,-,-,-,21,0,0,21,-,0,0,0,0,-,0,0,-,0,-,-,-,-,-,-,-,0,0,0,0
2010,11월,33,0,9,1,20,3,-,"4,329",0,2,1,0,819,1,0,-,-,-,6,"3,500",-,-,"7,022",21,8,1,5,3,0,23,"3,832",17,2,0,0,158,-,-,-,-,"2,895",0,57,-,-,-,10,0,0,9,-,0,0,0,0,-,0,1,-,0,-,-,-,-,-,-,-,0,0,0,0
2010,12월,34,0,7,2,19,6,-,"5,701",0,2,1,1,672,2,0,-,-,-,0,"5,023",-,-,"3,604",10,19,1,3,0,0,5,405,6,0,0,0,67,-,-,-,-,"2,991",1,96,-,-,-,7,0,0,7,-,0,0,0,0,-,0,0,-,0,-,-,-,-,-,-,-,0,0,0,0
