시점,월별,소계,콜레라,장티푸스,파라티푸스,세균성이질,장출혈성대장균감염증,A형간염,소계,디프테리아,백일해,파상풍,홍역,유행성이하선염,풍진,폴리오,B형간염(급성),B형간염(산모),B형간염(주산기),일본뇌염,수두,b형헤모필루스인플루엔자,폐렴구균,소계,말라리아,성홍열,수막구균성수막염,레지오넬라증,비브리오패혈증,발진티푸스,발진열,쯔쯔가무시증,렙토스피라증,브루셀라증,탄저,공수병,신증후군출혈열,매독(1기),매독(2기),매독(선천성),크로이츠펠트-야콥병(CJD),결핵,한센병,후천성면역결핍증,C형간염,반코마이신내성황색포도알균(VRSA) 감염증,카바페넴내성장내세균속균종(CRE) 감염증,소계,페스트,황열,뎅기열,바이러스성출혈열,두창,보툴리눔독소증,중증급성호흡기증후군(SARS),동물인플루엔자 인체감염증,신종인플루엔자,야토병,큐열,웨스트나일열,신종감염병증후군,라임병,진드기매개뇌염,유비저,치쿤구니야열,중증열성혈소판감소증후군,중동호흡기증후군,지카바이러스감염증,리슈마니아증,바베시아증,크립토스포리디움증,주혈흡충증
2015,8월,197,0,8,3,13,7,166,"3,214",0,20,2,0,"1,199",1,0,11,271,3,5,"1,693",0,9,"3,222",146,298,0,4,4,0,0,65,9,0,0,0,22,64,26,1,6,"2,577",0,-,-,-,-,51,0,0,36,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,-,-,-,-,-
2015,9월,172,0,7,6,9,5,145,"3,514",0,15,1,0,"1,676",0,0,8,237,2,13,"1,555",0,7,"3,308",79,351,0,0,17,0,0,151,14,0,0,0,19,66,22,4,2,"2,583",0,-,-,-,-,44,0,0,24,0,0,0,0,0,0,0,3,0,0,1,0,0,0,16,0,-,-,-,-,-
2015,10월,151,0,5,8,5,6,127,"5,050",0,9,0,0,"1,894",0,0,10,252,5,18,"2,845",0,17,"6,720",36,440,1,5,5,0,4,"3,425",27,1,0,0,76,59,26,3,1,"2,611",0,-,-,-,-,58,0,0,41,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,-,-,-,-,-
2015,11월,123,0,9,1,2,3,108,"7,939",0,14,2,0,"1,928",3,0,16,250,1,4,"5,705",0,16,"8,665",7,771,0,8,1,0,3,"5,070",26,1,0,0,99,51,24,3,1,"2,600",0,-,-,-,-,47,0,0,39,0,0,0,0,0,0,0,2,0,0,3,0,1,0,2,0,-,-,-,-,-
2015,12월,100,0,15,1,6,1,77,"10,189",0,9,1,0,"1,633",1,0,24,296,3,0,"8,199",0,23,"4,621",9,"1,077",0,7,0,0,2,508,12,1,0,0,60,58,24,3,1,"2,859",0,-,-,-,-,24,0,0,20,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,-,-,-,-,-
2016,계,"5,077",4,121,56,113,104,"4,679","72,127",0,129,24,18,"17,057",11,0,359,-,-,28,"54,060",0,441,"58,161",673,"11,911",6,128,56,0,18,"11,105",117,4,0,0,575,"1,067",481,21,43,"30,892",4,"1,060",-,-,-,616,0,0,313,0,0,0,0,0,0,0,81,0,0,27,0,4,10,165,0,16,-,-,-,-
2016,1월,187,0,14,1,8,2,162,"7,177",0,10,2,0,"1,062",0,0,25,-,-,0,"6,047",0,31,"3,410",6,850,0,11,0,0,0,81,7,1,0,0,32,84,27,1,2,"2,308",0,-,-,-,-,36,0,0,32,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,-,-,-,-
2016,2월,358,0,9,2,6,2,339,"4,021",0,14,0,2,805,1,0,28,-,-,0,"3,109",0,62,"3,321",4,850,2,9,1,0,0,68,4,0,0,0,17,76,29,3,3,"2,254",1,-,-,-,-,42,0,0,36,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,-,-,-,-
2016,3월,762,0,12,6,10,3,731,"4,095",0,8,1,2,"1,097",1,0,34,-,-,0,"2,902",0,50,"3,949",5,928,1,11,0,0,0,60,3,1,0,0,12,85,43,0,1,"2,798",1,-,-,-,-,40,0,0,32,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,1,-,-,-,-
2016,4월,608,0,8,6,4,5,585,"5,875",0,6,2,1,"1,652",2,0,25,-,-,0,"4,132",0,55,"3,939",29,912,0,6,0,0,3,101,3,0,0,0,18,106,36,3,11,"2,711",0,-,-,-,-,31,0,0,23,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3,0,1,-,-,-,-
2016,5월,690,0,10,5,11,8,656,"7,864",0,9,2,0,"2,090",1,0,32,-,-,0,"5,691",0,39,"4,396",74,"1,141",0,9,0,0,1,191,3,1,0,0,35,94,27,4,4,"2,812",0,-,-,-,-,33,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,2,-,-,-,-
2016,6월,437,0,17,5,6,18,391,"6,767",0,8,1,0,"1,919",0,0,39,-,-,0,"4,751",0,49,"4,500",142,"1,180",1,8,2,0,3,202,7,0,0,0,39,92,43,1,3,"2,777",0,-,-,-,-,52,0,0,22,0,0,0,0,0,0,0,10,0,0,3,0,1,2,13,0,1,-,-,-,-
2016,7월,284,0,7,7,14,24,232,"4,948",0,4,4,0,"1,499",2,0,36,-,-,0,"3,376",0,27,"4,216",162,971,0,11,5,0,2,98,8,0,0,0,26,100,56,0,3,"2,774",0,-,-,-,-,68,0,0,39,0,0,0,0,0,0,0,6,0,0,2,0,0,0,18,0,3,-,-,-,-
2016,8월,263,3,12,11,14,12,211,"3,575",0,18,3,0,"1,150",1,0,28,-,-,1,"2,360",0,14,"3,861",110,596,0,11,20,0,2,96,13,1,0,0,37,91,58,1,4,"2,820",1,-,-,-,-,70,0,0,42,0,0,0,0,0,0,0,3,0,0,4,0,1,0,18,0,2,-,-,-,-
2016,9월,287,1,6,4,12,11,253,"3,631",0,8,5,8,"1,263",0,0,29,-,-,11,"2,291",0,16,"3,580",87,709,0,19,17,0,1,227,24,0,0,0,45,78,48,1,3,"2,321",0,-,-,-,-,78,0,0,24,0,0,0,0,0,0,0,11,0,0,2,0,0,4,34,0,3,-,-,-,-
2016,10월,370,0,10,4,7,6,343,"5,214",0,14,0,4,"1,478",0,0,16,-,-,14,"3,665",0,23,"5,849",34,966,1,5,9,0,3,"2,150",23,0,0,0,87,82,34,0,5,"2,450",0,-,-,-,-,86,0,0,13,0,0,0,0,0,0,0,7,0,0,3,0,0,1,62,0,0,-,-,-,-
2016,11월,385,0,4,2,7,11,361,"9,116",0,12,2,1,"1,633",3,0,35,-,-,2,"7,395",0,33,"11,186",14,"1,273",1,15,1,0,2,"7,121",17,0,0,0,145,87,50,1,1,"2,458",0,-,-,-,-,54,0,0,18,0,0,0,0,0,0,0,20,0,0,7,0,0,1,6,0,2,-,-,-,-
2016,12월,446,0,12,3,14,2,415,"9,844",0,18,2,0,"1,409",0,0,32,-,-,0,"8,341",0,42,"4,894",6,"1,535",0,13,1,0,1,710,5,0,0,0,82,92,30,6,3,"2,409",1,-,-,-,-,26,0,0,14,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,1,-,-,-,-
2017,계,"4,875",5,128,73,112,138,"4,419","98,308",0,318,34,7,"16,924",7,0,391,-,-,9,"80,092",3,523,"78,271",515,"22,838",17,198,46,0,18,"10,528",103,6,0,0,531,"1,454",684,10,38,"28,161",3,"1,008","6,396",0,"5,717",588,0,0,171,0,0,0,0,0,0,0,96,0,0,31,0,2,5,272,0,11,-,-,-,-
2017,1월,419,0,6,5,12,3,393,"6,980",0,18,1,1,977,0,0,20,-,-,1,"5,914",0,48,"3,812",7,"1,318",1,14,0,0,0,65,4,0,0,0,39,78,37,0,2,"2,247",0,-,0,0,0,12,0,0,8,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,-,-,-,-
2017,2월,451,2,8,4,13,5,419,"5,064",0,8,0,0,860,0,0,29,-,-,0,"4,130",0,37,"3,742",7,"1,490",0,11,0,0,0,24,2,1,0,0,14,88,25,1,3,"2,075",1,-,0,0,0,19,0,0,12,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,-,-,-,-
2017,3월,473,0,11,6,10,4,442,"5,284",0,10,1,2,"1,256",1,0,25,-,-,0,"3,948",0,41,"4,391",2,"1,641",6,11,0,0,0,32,1,0,0,0,19,113,50,0,2,"2,514",0,-,0,0,0,18,0,0,7,0,0,0,0,0,0,0,8,0,0,1,0,0,1,0,0,1,-,-,-,-
2017,4월,503,0,6,3,7,6,481,"8,026",0,11,2,0,"1,684",1,0,37,-,-,0,"6,231",1,59,"5,589",9,"2,956",0,10,1,0,1,81,1,1,0,0,28,89,44,1,3,"2,364",0,-,0,0,0,16,0,0,8,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,-,-,-,-
2017,5월,590,0,15,7,7,11,550,"11,547",0,12,2,1,"2,141",0,0,38,-,-,0,"9,288",0,65,"5,800",37,"3,015",4,10,0,0,3,162,5,0,0,0,28,120,48,1,4,"2,363",0,-,0,0,0,33,0,0,5,0,0,0,0,0,0,0,10,0,0,2,0,0,0,15,0,1,-,-,-,-
2017,6월,488,1,16,7,4,20,440,"9,802",0,30,5,0,"1,921",0,0,39,-,-,0,"7,763",1,43,"7,629",86,"2,743",2,14,1,0,3,183,6,0,0,0,40,108,63,2,5,"2,563",2,-,"1,026",0,782,68,0,0,17,0,0,0,0,0,0,0,13,0,0,3,0,0,0,34,0,1,-,-,-,-
2017,7월,396,0,11,4,8,23,350,"6,749",0,31,2,0,"1,454",0,0,33,-,-,0,"5,206",0,23,"6,532",133,"1,627",0,22,2,0,2,182,7,0,0,0,34,103,63,0,3,"2,433",0,-,"1,031",0,890,78,0,0,18,0,0,0,0,0,0,0,11,0,0,4,0,0,0,45,0,0,-,-,-,-
2017,8월,384,1,24,14,13,21,311,"4,840",0,39,7,0,"1,140",2,0,29,-,-,2,"3,601",0,20,"6,056",112,958,0,23,13,0,1,171,12,0,0,0,40,127,81,1,1,"2,584",0,-,950,0,982,94,0,0,28,0,0,0,0,0,0,0,11,0,0,6,0,0,0,47,0,2,-,-,-,-
2017,9월,308,0,12,5,5,21,265,"5,809",0,37,5,0,"1,389",0,0,28,-,-,1,"4,333",0,16,"6,116",76,"1,431",1,20,19,0,0,340,16,0,0,0,41,111,83,1,6,"2,304",0,-,813,0,854,93,0,0,25,0,0,0,0,0,0,0,13,0,0,3,0,1,1,49,0,1,-,-,-,-
2017,10월,308,1,5,6,11,5,280,"7,886",0,42,1,1,"1,381",0,0,38,-,-,5,"6,375",0,43,"8,641",35,"1,491",1,22,9,0,5,"3,250",16,2,0,0,91,168,72,0,5,"2,013",0,-,696,0,765,108,0,0,19,0,0,0,0,0,0,0,4,0,0,3,0,1,1,79,0,1,-,-,-,-
2017,11월,287,0,3,9,9,11,255,"12,702",0,49,4,2,"1,482",2,0,36,-,-,0,"11,065",1,61,"11,738",4,"1,848",1,21,1,0,3,"5,542",27,1,0,0,105,198,64,0,3,"2,337",0,-,865,0,718,23,0,0,8,0,0,0,0,0,0,0,7,0,0,2,0,0,2,3,0,1,-,-,-,-
2017,12월,268,0,11,3,13,8,233,"13,619",0,31,4,0,"1,239",1,0,39,-,-,0,"12,238",0,67,"7,217",7,"2,320",1,20,0,0,0,496,6,1,0,0,52,151,54,3,1,"2,364",0,-,"1,015",0,726,26,0,0,16,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,2,-,-,-,-
2018,계,"3,011",2,213,47,191,121,"2,437","117,811",0,980,31,15,"19,237",0,0,392,-,-,17,"96,467",2,670,"76,486",576,"15,777",14,305,47,0,16,"6,668",118,5,0,0,433,"1,571",680,29,54,"26,433",6,989,"10,811",0,"11,954",613,0,0,159,0,0,0,0,0,0,0,163,0,0,23,0,2,3,259,1,3,-,-,-,-
2018,1월,377,0,30,3,47,4,293,"8,360",0,51,1,2,"1,027",0,0,31,-,-,0,"7,128",0,120,"6,609",7,"1,862",1,22,0,0,0,91,1,0,0,0,21,139,67,4,7,"2,436",0,-,"1,068",0,883,22,0,0,7,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,-,-,-,-
2018,2월,343,0,34,2,22,2,283,"4,810",0,44,1,0,901,0,0,27,-,-,0,"3,758",0,79,"5,488",6,"1,671",0,15,0,0,0,41,2,0,0,0,13,135,31,5,5,"2,049",0,-,771,0,744,12,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,-,-,-,-
2018,3월,309,0,27,2,13,6,261,"5,835",0,36,1,2,"1,429",0,0,35,-,-,0,"4,283",0,49,"6,246",3,"1,754",5,32,0,0,1,65,0,0,0,0,8,163,58,2,3,"2,333",1,-,959,0,859,19,0,0,6,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,-,-,-,-
2018,4월,304,0,38,3,7,12,244,"9,553",0,30,2,0,"2,100",0,0,34,-,-,0,"7,323",1,63,"6,593",30,"2,074",1,26,1,0,1,169,5,1,0,0,18,132,61,0,7,"2,217",1,-,948,0,901,36,0,0,14,0,0,0,0,0,0,0,16,0,0,1,0,0,1,4,0,0,-,-,-,-
2018,5월,256,0,10,1,4,1,240,"15,823",0,42,4,5,"2,796",0,0,31,-,-,0,"12,875",1,69,"6,692",59,"1,912",1,25,0,0,0,296,4,0,0,0,27,154,70,2,6,"2,302",0,-,919,0,915,48,0,0,8,0,0,0,0,0,0,0,16,0,0,3,0,0,0,21,0,0,-,-,-,-
2018,6월,192,0,13,3,9,19,148,"13,382",0,67,7,2,"2,510",0,0,37,-,-,0,"10,716",0,43,"6,215",129,"1,479",0,21,2,0,1,234,4,0,0,0,44,129,59,2,4,"2,269",2,-,831,0,"1,005",94,0,0,15,0,0,0,0,0,0,0,26,0,0,2,0,0,2,49,0,0,-,-,-,-
2018,7월,232,2,8,4,25,27,166,"10,792",0,169,4,0,"1,730",0,0,42,-,-,1,"8,820",0,26,"6,431",137,"1,229",1,31,7,0,0,232,15,1,0,0,45,157,60,3,3,"2,314",0,-,"1,055",0,"1,141",88,0,0,17,0,0,0,0,0,0,0,16,0,0,3,0,1,0,49,0,2,-,-,-,-
2018,8월,204,0,9,7,29,22,137,"7,377",0,158,4,0,"1,383",0,0,31,-,-,3,"5,770",0,28,"5,600",92,666,1,20,16,0,3,133,8,1,0,0,36,116,66,6,6,"2,199",0,-,938,0,"1,293",70,0,0,24,0,0,0,0,0,0,0,15,0,0,2,0,0,0,29,0,0,-,-,-,-
2018,9월,168,0,8,8,6,7,139,"5,853",0,111,1,0,"1,243",0,0,30,-,-,12,"4,441",0,15,"4,786",53,694,2,29,10,0,0,193,22,2,0,0,33,83,42,0,3,"1,805",0,-,700,0,"1,115",63,0,0,10,0,0,0,0,0,0,0,9,0,0,4,0,0,0,39,1,0,-,-,-,-
2018,10월,202,0,14,7,11,10,160,"7,865",0,114,2,0,"1,375",0,0,34,-,-,1,"6,297",0,42,"7,197",46,810,1,29,11,0,2,"1,908",22,0,0,0,73,122,46,1,4,"2,102",0,-,861,0,"1,159",96,0,0,16,0,0,0,0,0,0,0,11,0,0,2,0,0,0,67,0,0,-,-,-,-
2018,11월,190,0,12,5,8,4,161,"12,883",0,85,2,0,"1,418",0,0,24,-,-,0,"11,299",0,55,"8,265",7,842,1,21,0,0,3,"2,995",30,0,0,0,71,119,61,3,4,"2,254",1,-,878,0,975,41,0,0,21,0,0,0,0,0,0,0,15,0,0,2,0,1,0,1,0,1,-,-,-,-
2018,12월,234,0,10,2,10,7,205,"15,278",0,73,2,4,"1,325",0,0,36,-,-,0,"13,757",0,81,"5,375",7,784,0,34,0,0,5,311,5,0,0,0,44,122,59,1,2,"2,153",1,-,883,0,964,24,0,0,16,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,-,-,-,-
2019,계,"18,045",1,94,55,151,146,"17,598","100,513",0,496,31,194,"15,967",8,0,389,-,-,34,"82,868",0,526,"65,055",559,"7,562",16,501,42,0,14,"4,005",138,1,0,0,399,"1,176",554,23,53,"23,821",4,"1,005","9,810",3,"15,369",709,0,0,273,0,0,1,0,0,0,0,162,0,0,23,0,8,16,223,0,3,-,-,-,-
2019,1월,466,0,14,2,17,4,429,"11,077",0,58,0,39,"1,102",0,0,27,-,-,0,"9,801",0,50,"5,266",6,678,4,36,0,0,0,49,6,1,0,0,16,124,60,4,3,"2,227",0,-,874,0,"1,178",30,0,0,15,0,0,0,0,0,0,0,9,0,0,4,0,0,1,0,0,1,-,-,-,-
2019,2월,612,0,15,3,3,3,588,"6,616",0,38,2,30,911,1,0,25,-,-,0,"5,562",0,47,"4,166",5,629,1,28,0,0,0,33,2,0,0,0,16,92,39,1,7,"1,708",0,-,676,0,929,34,0,0,22,0,0,0,0,0,0,0,9,0,0,0,0,1,2,0,0,0,-,-,-,-
2019,3월,"1,256",0,12,1,5,3,"1,235","6,050",0,30,1,25,"1,246",0,0,31,-,-,0,"4,679",0,38,"4,700",4,702,1,29,0,0,0,46,5,0,0,0,14,97,37,3,5,"1,935",1,-,851,0,970,18,0,0,5,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,-,-,-,-
2019,4월,"1,735",0,13,11,4,8,"1,699","8,627",0,27,4,56,"1,565",2,0,26,-,-,0,"6,889",0,58,"5,139",10,752,0,21,0,0,0,73,3,0,0,0,19,115,36,3,4,"2,147",0,-,870,0,"1,086",44,0,0,12,0,0,0,0,0,0,0,27,0,0,1,0,1,2,1,0,0,-,-,-,-
2019,5월,"2,303",0,6,6,6,13,"2,272","11,470",0,43,8,12,"2,056",1,0,41,-,-,0,"9,256",0,53,"5,408",38,788,2,37,0,0,0,112,6,0,0,0,18,104,50,0,1,"2,164",1,-,916,0,"1,171",32,0,0,6,0,0,0,0,0,0,0,13,0,0,2,0,0,0,11,0,0,-,-,-,-
2019,6월,"2,306",0,6,9,32,18,"2,241","10,114",0,36,2,7,"1,988",0,0,40,-,-,0,"7,998",0,43,"4,972",111,698,0,41,1,0,3,107,3,0,0,0,31,85,44,2,4,"1,916",1,-,802,0,"1,123",71,0,0,18,0,0,1,0,0,0,0,14,0,0,3,0,1,0,34,0,0,-,-,-,-
2019,7월,"2,566",0,10,8,12,23,"2,513","8,930",0,46,4,7,"1,590",2,0,31,-,-,0,"7,217",0,33,"5,903",154,742,4,45,2,0,1,119,13,0,0,0,31,106,59,4,5,"2,165",1,-,930,1,"1,521",100,0,0,30,0,0,0,0,0,0,0,18,0,0,4,0,0,2,46,0,0,-,-,-,-
2019,8월,"2,786",0,5,3,7,26,"2,745","5,472",0,31,1,5,"1,112",0,0,32,-,-,3,"4,263",0,25,"5,590",114,464,0,71,14,0,0,160,16,0,0,0,18,107,49,1,7,"2,032",0,-,823,0,"1,714",125,0,0,55,0,0,0,0,0,0,0,12,0,0,5,0,3,4,45,0,1,-,-,-,-
2019,9월,"2,073",0,5,4,15,19,"2,030","4,749",0,30,4,0,"1,205",0,0,31,-,-,15,"3,440",0,24,"4,971",64,498,0,47,14,0,1,174,17,0,0,0,34,92,49,1,3,"1,813",0,-,699,1,"1,464",84,0,0,36,0,0,0,0,0,0,0,7,0,0,2,0,0,3,35,0,1,-,-,-,-
2019,10월,"1,200",1,2,4,9,18,"1,166","6,167",0,43,1,9,"1,125",2,0,38,-,-,13,"4,891",0,45,"5,617",39,504,2,54,5,0,3,489,27,0,0,0,64,78,48,0,5,"1,915",0,-,747,0,"1,637",109,0,0,34,0,0,0,0,0,0,0,22,0,0,1,0,0,1,51,0,0,-,-,-,-
2019,11월,407,0,2,1,16,6,382,"9,185",0,44,2,2,"1,096",0,0,33,-,-,2,"7,952",0,54,"7,070",8,531,0,41,6,0,4,"2,283",29,0,0,0,86,82,47,2,4,"1,851",0,-,786,1,"1,309",39,0,0,24,0,0,0,0,0,0,0,13,0,0,0,0,1,1,0,0,0,-,-,-,-
2019,12월,335,0,4,3,25,5,298,"12,056",0,70,2,2,971,0,0,34,-,-,1,"10,920",0,56,"5,248",6,576,2,51,0,0,2,360,11,0,0,0,52,94,36,2,5,"1,948",0,-,836,0,"1,267",23,0,0,16,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,-,-,-,-
